Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
C30*,638-68-6,FS5ms,348.39,41.57,183.28,0.001,Leppert2020b,alkanes,alkane,
2-Methylhexane,591-76-4,SLB5ms,36.575,25.127,58.029,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SLB5ms,94.769,28.386,69.359,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SLB5ms,123.05,29.606,83.934,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SLB5ms,66.428,26.445,75.78,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,SLB5ms,36.388,24.83,60.547,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SLB5ms,94.302,28.288,72.066,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SLB5ms,123.31,29.621,90.583,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SLB5ms,66.89,26.261,77.467,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,SLB5ms,36.233,25.32,52.761,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SLB5ms,94.636,28.426,71.292,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SLB5ms,123.12,29.682,85.695,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SLB5ms,66.162,26.85,66.81,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,SPB50,19.536,24.597,35.269,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SPB50,77.565,27.738,62.068,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SPB50,121.95,30.071,77.301,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SPB50,68.202,27.398,65.02,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,SPB50,19.165,24.824,30.319,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SPB50,77.821,27.666,55.746,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SPB50,122.07,29.864,85.395,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SPB50,69.071,26.719,71.925,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,SPB50,19.056,24.449,48.061,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,SPB50,77.4,27.756,61.772,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,SPB50,121.96,30.174,83.344,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,SPB50,68.413,27.213,74.377,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,Wax,-6.5593,20.9,101.33,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,Wax,50.213,27.024,46.771,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,Wax,144.14,31.348,96.592,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,Wax,100.39,28.8,86.006,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,Wax,-5.6982,20.92,92.391,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,Wax,50.592,26.687,50.935,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,Wax,144.17,31.253,93.406,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,Wax,100.31,28.72,81.202,0.001,McGinitie2011,alcohol,,
2-Methylhexane,591-76-4,Wax,-12.475,24.139,25.115,0.001,McGinitie2011,alkane,,
"2,6-Dimethyloctane",2051-30-1,Wax,49.875,26.881,53.889,0.001,McGinitie2011,alkane,,
4-Nonanol,5932-79-6,Wax,144.05,31.449,98.767,0.001,McGinitie2011,alcohol,,
3-Hexanol,623-37-0,Wax,100.29,28.9,86.78,0.001,McGinitie2011,alcohol,,
1-Undecanol,112-42-5,SLB5ms,169.59,32.65,97.9,0.001,McGinitie2011,alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,183.71,33.219,102.32,0.001,McGinitie2011,alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,196.9,33.694,106.72,0.001,McGinitie2011,alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,209.38,34.117,111.05,0.001,McGinitie2011,alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,126.82,30.429,78.66,0.001,McGinitie2011,alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,172.98,32.312,95.64,0.001,McGinitie2011,alkane,alkanes,
Tridecane,629-50-5,SLB5ms,158.57,31.741,89.48,0.001,McGinitie2011,alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,172.98,32.312,95.64,0.001,McGinitie2011,alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,170.0,32.755,105.62,0.001,McGinitie2011,alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,184.14,33.397,109.73,0.001,McGinitie2011,alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,197.44,34.008,116.31,0.001,McGinitie2011,alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,210.06,34.526,121.05,0.001,McGinitie2011,alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,127.36,30.586,83.36,0.001,McGinitie2011,alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,143.86,31.303,87.46,0.001,McGinitie2011,alkane,alkanes,
Tridecane,629-50-5,SLB5ms,159.22,31.949,93.49,0.001,McGinitie2011,alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,173.7,32.552,99.63,0.001,McGinitie2011,alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,170.7,32.997,108.93,0.001,McGinitie2011,alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,184.9,33.721,114.09,0.001,McGinitie2011,alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,198.28,34.303,118.02,0.001,McGinitie2011,alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,210.96,34.843,122.57,0.001,McGinitie2011,alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,127.73,30.678,83.35,0.001,McGinitie2011,alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,144.32,31.429,87.72,0.001,McGinitie2011,alkane,alkanes,
Tridecane,629-50-5,SLB5ms,159.68,32.071,93.01,0.001,McGinitie2011,alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,174.25,32.697,99.13,0.001,McGinitie2011,alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,171.84,33.303,110.12,0.001,McGinitie2011,alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,186.01,34.013,113.03,0.001,McGinitie2011,alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,199.38,34.453,113.5,0.001,McGinitie2011,alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,212.01,34.88,116.89,0.001,McGinitie2011,alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,128.88,30.915,76.92,0.001,McGinitie2011,alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,145.42,31.662,83.59,0.001,McGinitie2011,alkane,alkanes,
Tridecane,629-50-5,SLB5ms,160.94,32.342,90.19,0.001,McGinitie2011,alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,175.38,32.93,96.55,0.001,McGinitie2011,alkane,alkanes,
1-Undecanol,112-42-5,SLB5ms,174.61,33.121,91.47,0.0009433962264150943,McGinitie2011,alcohol,alcohols,
1-Dodecanol,112-53-8,SLB5ms,188.68,33.991,105.27,0.0009433962264150943,McGinitie2011,alcohol,alcohols,
1-Tridecanol,112-70-9,SLB5ms,201.84,34.416,106.98,0.0009433962264150943,McGinitie2011,alcohol,alcohols,
1-Tetradecanol,112-72-1,SLB5ms,214.34,34.765,108.92,0.0009433962264150943,McGinitie2011,alcohol,alcohols,
Undecane,1120-21-4,SLB5ms,131.39,31.587,86.33,0.0009433962264150943,McGinitie2011,alkane,Grob,alkanes
Dodecane,112-40-3,SLB5ms,148.07,32.448,93.98,0.0009433962264150943,McGinitie2011,alkane,alkanes,
Tridecane,629-50-5,SLB5ms,163.74,33.267,101.37,0.0009433962264150943,McGinitie2011,alkane,alkanes,
Tetradecane,629-59-4,SLB5ms,178.47,34.029,108.22,0.0009433962264150943,McGinitie2011,alkane,alkanes,
2-Undecanone,112-12-9,Wax,164.18,34.014,80.2,0.001,McGinitie2012a,alkanones,ketone,
2-Dodecanone,6175-49-1,Wax,177.54,34.551,85.9,0.001,McGinitie2012a,alkanones,ketone,
2-Tridecanone,593-08-8,Wax,190.26,35.074,91.7,0.001,McGinitie2012a,alkanones,ketone,
1-Undecanol,112-42-5,Wax,193.86,34.335,110.6,0.001,McGinitie2012a,alcohol,alcohols,
1-Dodecanol,112-53-8,Wax,205.64,34.943,114.6,0.001,McGinitie2012a,alcohol,alcohols,
1-Tridecanol,112-70-9,Wax,215.36,35.27,119.2,0.001,McGinitie2012a,alcohol,alcohols,
dodecane,112-40-3,SPB50,135.74,39.42,197.14,0.001,McGinitie2014a,alkane,alkanes,
1-dodecanol,112-53-8,SPB50,192.26,40.799,169.25,0.001,McGinitie2014a,alcohol,alcohols,
2-dodecanone,6175-49-1,SPB50,182.53,40.24,169.2,0.001,McGinitie2014a,alkanones,ketone,
Undecane,1120-21-4,SLB5ms,121.88,29.023,81.41,0.001,McGinitie2014a,alkane,Grob,alkanes
dodecane,112-40-3,SLB5ms,138.31,29.733,87.49,0.001,McGinitie2014a,alkane,alkanes,
tridecane,629-50-5,SLB5ms,153.78,30.389,91.9,0.001,McGinitie2014a,alkane,alkanes,
tetradecane,629-59-4,SLB5ms,168.05,31.508,101.77,0.001,McGinitie2014a,alkane,alkanes,
2-undecanone,112-12-9,SLB5ms,153.22,30.891,99.8,0.001,McGinitie2014a,alkanones,ketone,
2-dodecanone,6175-49-1,SLB5ms,168.2,30.662,83.62,0.001,McGinitie2014a,alkanones,ketone,
2-tridecanone,593-08-8,SLB5ms,181.88,32.215,110.93,0.001,McGinitie2014a,alkanones,ketone,
1-undecanol,112-42-5,SLB5ms,164.77,31.323,108.95,0.001,McGinitie2014a,alcohol,alcohols,
1-dodecanol,112-53-8,SLB5ms,178.91,32.103,118.34,0.001,McGinitie2014a,alcohol,alcohols,
1-tridecanol,112-70-9,SLB5ms,192.8,33.113,133.31,0.001,McGinitie2014a,alcohol,alcohols,
1-tetradecanol,112-72-1,SLB5ms,205.18,33.416,130.32,0.001,McGinitie2014a,alcohol,alcohols,
Undecane,1120-21-4,Wax,77.899,26.51,70.33,0.001,McGinitie2014a,alkane,Grob,alkanes
dodecane,112-40-3,Wax,94.682,26.739,36.09,0.001,McGinitie2014a,alkane,alkanes,
tridecane,629-50-5,Wax,110.64,27.366,31.92,0.001,McGinitie2014a,alkane,alkanes,
tetradecane,629-59-4,Wax,125.78,28.646,63.92,0.001,McGinitie2014a,alkane,alkanes,
2-undecanone,112-12-9,Wax,157.24,31.556,41.83,0.001,McGinitie2014a,alkanones,ketone,
2-dodecanone,6175-49-1,Wax,170.94,32.451,53.75,0.001,McGinitie2014a,alkanones,ketone,
2-tridecanone,593-08-8,Wax,183.76,32.982,54.84,0.001,McGinitie2014a,alkanones,ketone,
1-undecanol,112-42-5,Wax,187.4,31.558,62.92,0.001,McGinitie2014a,alcohol,alcohols,
1-dodecanol,112-53-8,Wax,199.12,32.347,74.06,0.001,McGinitie2014a,alcohol,alcohols,
1-tridecanol,112-70-9,Wax,210.38,33.018,80.96,0.001,McGinitie2014a,alcohol,alcohols,
1-tetradecanol,112-72-1,Wax,221.18,33.717,88.75,0.001,McGinitie2014a,alcohol,alcohols,
Decane,124-18-5,SLB5ms,107.4,27.528,11.51,0.001,McGinitie2014b,alkane,Grob,alkanes
1-Octanol,111-87-5,SLB5ms,119.45,27.414,31.99,0.001,McGinitie2014b,alcohol,Grob,alcohols
Undecane,1120-21-4,SLB5ms,124.69,27.934,26.22,0.001,McGinitie2014b,alkane,Grob,alkanes
Nonanal,124-19-6,SLB5ms,125.91,28.261,23.39,0.001,McGinitie2014b,aldehyde,Grob,
"2,6-Dimethylphenol",576-26-1,SLB5ms,127.75,30.795,109.6,0.001,McGinitie2014b,aromatic,Grob,
2-Ethylhexanoic acid,149-57-5,SLB5ms,125.32,26.606,5.97,0.001,McGinitie2014b,carboxylic acid,Grob,
"2,6-Dimethylaniline",87-62-7,SLB5ms,139.19,31.098,39.46,0.001,McGinitie2014b,amine,aromatic,Grob
C10 acid methyl ester,110-42-9,SLB5ms,159.11,29.153,58.77,0.001,McGinitie2014b,FAME,Grob,FAMEs
Dicyclohexylamine,101-83-7,SLB5ms,178.07,32.484,45.16,0.001,McGinitie2014b,amine,Grob,
C11 acid methyl ester,1731-86-8,SLB5ms,173.2,29.326,41.88,0.001,McGinitie2014b,FAME,Grob,FAMEs
C12 acid methyl ester,111-82-0,SLB5ms,186.61,30.232,74.8,0.001,McGinitie2014b,FAME,Grob,FAMEs
Naphthalene,91-20-3,Rxi17SilMS,157.31,35.064,57.185,0.001,Duong2022,PAH,,
Acenaphthylene,208-96-8,Rxi17SilMS,204.51,38.029,48.308,0.001,Duong2022,PAH,,
Acenaphthene,83-32-9,Rxi17SilMS,207.59,37.887,51.086,0.001,Duong2022,PAH,,
Fluorene,86-73-7,Rxi17SilMS,220.75,38.327,55.338,0.001,Duong2022,PAH,,
Phenanthrene,85-01-8,Rxi17SilMS,251.47,40.759,64.633,0.001,Duong2022,PAH,,
Anthracene,120-12-7,Rxi17SilMS,252.13,40.356,55.002,0.001,Duong2022,PAH,,
Fluoranthene,206-44-0,Rxi17SilMS,286.09,42.41,52.128,0.001,Duong2022,PAH,,
Pyrene,129-00-0,Rxi17SilMS,295.1,43.431,48.774,0.001,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,Rxi17SilMS,326.45,43.817,53.887,0.001,Duong2022,PAH,,
Chrysene,218-01-9,Rxi17SilMS,329.02,44.101,54.254,0.001,Duong2022,PAH,,
Benzo[b]fluoranthene,205-99-2,Rxi17SilMS,356.39,46.277,78.213,0.001,Duong2022,PAH,,
Benzo[k]fluoranthene,207-08-9,Rxi17SilMS,356.85,46.188,78.18,0.001,Duong2022,PAH,,
Benzo[a]pyrene,50-32-8,Rxi17SilMS,368.27,47.907,81.529,0.001,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi17SilMS,393.38,49.565,89.155,0.001,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,Rxi17SilMS,391.69,48.823,100.84,0.001,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,Rxi17SilMS,399.69,48.821,69.742,0.001,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,ZB-PAH-CT,296.0,34.944,7.6724,0.001,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,ZB-PAH-CT,359.73,41.172,50.644,0.001,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,ZB-PAH-CT,362.95,43.648,94.176,0.001,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,ZB-PAH-CT,359.69,38.222,4.7678,0.001,Duong2022,PAH,,
C8,111-65-9,Rxi17SilMS,45.508,24.905,149.92,0.001,Marquart2020,alkane,alkanes,
C9,111-84-2,Rxi17SilMS,65.781,26.946,94.747,0.001,Marquart2020,alkane,alkanes,
C10,124-18-5,Rxi17SilMS,85.071,27.71,85.412,0.001,Marquart2020,alkane,Grob,alkanes
C11,1120-21-4,Rxi17SilMS,102.86,28.28,86.37,0.001,Marquart2020,alkane,Grob,alkanes
C12,112-40-3,Rxi17SilMS,119.42,28.859,91.18,0.001,Marquart2020,alkane,alkanes,
C13,629-50-5,Rxi17SilMS,134.92,29.312,91.168,0.001,Marquart2020,alkane,alkanes,
C14,629-59-4,Rxi17SilMS,149.55,29.541,69.903,0.001,Marquart2020,alkane,alkanes,
C15,629-62-9,Rxi17SilMS,163.32,30.464,110.07,0.001,Marquart2020,alkane,alkanes,
C16,544-76-3,Rxi17SilMS,176.25,30.635,102.94,0.001,Marquart2020,alkanes,alkane,
C17,629-78-7,Rxi17SilMS,188.54,31.069,110.15,0.001,Marquart2020,alkanes,alkane,
C18,593-45-3,Rxi17SilMS,200.23,31.415,114.41,0.001,Marquart2020,alkanes,alkane,
C19,629-92-5,Rxi17SilMS,211.31,31.618,112.71,0.001,Marquart2020,alkanes,alkane,
C20,112-95-8,Rxi17SilMS,221.86,31.821,113.51,0.001,Marquart2020,alkanes,alkane,
C21,629-94-7,Rxi17SilMS,232.17,32.419,129.72,0.001,Marquart2020,alkanes,alkane,
C22,629-97-0,Rxi17SilMS,241.56,32.126,113.38,0.001,Marquart2020,alkanes,alkane,
C23,638-67-5,Rxi17SilMS,250.79,32.255,112.43,0.001,Marquart2020,alkanes,alkane,
C24,646-31-1,Rxi17SilMS,259.66,32.403,113.42,0.001,Marquart2020,alkanes,alkane,
C25,629-99-2,Rxi17SilMS,268.17,32.555,115.42,0.001,Marquart2020,alkanes,alkane,
C26,630-01-3,Rxi17SilMS,276.33,32.609,113.85,0.001,Marquart2020,alkanes,alkane,
C27,593-49-7,Rxi17SilMS,284.24,32.804,120.87,0.001,Marquart2020,alkane,alkanes,
C28,630-02-4,Rxi17SilMS,291.9,33.056,131.05,0.001,Marquart2020,alkanes,alkane,
C29,630-03-5,Rxi17SilMS,299.42,33.386,140.54,0.001,Marquart2020,alkane,alkanes,
C30,638-68-6,Rxi17SilMS,306.72,33.763,152.99,0.001,Marquart2020,alkanes,alkane,
Limonene,138-86-3,Rxi17SilMS,106.2,30.903,81.897,0.001,Marquart2020,terpene,allergenic fragrances,
Linalool,78-70-6,Rxi17SilMS,120.72,29.529,89.817,0.001,Marquart2020,allergenic fragrances,terpene,
Benzylalkohol,100-51-6,Rxi17SilMS,129.2,32.194,82.509,0.001,Marquart2020,allergenic fragrances,alcohol,
Geraniol,106-24-1,Rxi17SilMS,150.5,31.082,95.209,0.001,Marquart2020,terpene,allergenic fragrances,
Citral A,5392-40-5,Rxi17SilMS,152.75,31.575,96.361,0.001,Marquart2020,allergenic fragrances,,
Citral B,106-26-3,Rxi17SilMS,157.47,31.541,100.78,0.001,Marquart2020,allergenic fragrances,,
Cinnamaldehyde,104-55-2,Rxi17SilMS,174.33,34.497,87.329,0.001,Marquart2020,aldehyde,allergenic fragrances,
Eugenol,97-53-0,Rxi17SilMS,178.38,34.016,92.712,0.001,Marquart2020,allergenic fragrances,,
Isomethyl-alpha-Ionon,127-51-5,Rxi17SilMS,184.71,34.197,95.213,0.001,Marquart2020,allergenic fragrances,,
Isoeugenol,97-54-1,Rxi17SilMS,193.83,34.728,92.015,0.001,Marquart2020,allergenic fragrances,,
Benzylbenzoate,120-51-4,Rxi17SilMS,241.68,37.953,101.99,0.001,Marquart2020,allergenic fragrances,,
Benzylsalicylate,118-58-1,Rxi17SilMS,252.8,38.738,99.954,0.001,Marquart2020,ester,allergenic fragrances,
Benzylcinnamate,103-41-3,Rxi17SilMS,278.55,39.24,116.97,0.001,Marquart2020,allergenic fragrances,,
Farnesol A,4602-84-0,Rxi17SilMS,210.18,33.545,115.85,0.001,Marquart2020,allergenic fragrances,,
Amylcinnamylalkohol A,101-85-9,Rxi17SilMS,213.44,33.608,93.779,0.001,Marquart2020,allergenic fragrances,,
Farnesol B,4602-84-0,Rxi17SilMS,215.35,35.982,156.36,0.001,Marquart2020,allergenic fragrances,,
Amylcinnamylalkohol B,101-85-9,Rxi17SilMS,219.72,35.293,110.66,0.001,Marquart2020,allergenic fragrances,,
Amylcinnamylalkohol C,101-85-9,Rxi17SilMS,222.74,35.938,92.39,0.001,Marquart2020,allergenic fragrances,,
Citronellol,106-22-9,Rxi17SilMS,143.1,30.488,98.71,0.001,Marquart2020,allergenic fragrances,,
Hydroxycitronellal,107-75-5,Rxi17SilMS,160.17,31.103,112.47,0.001,Marquart2020,aldehyde,allergenic fragrances,
Anisalkohol,105-13-5,Rxi17SilMS,174.13,33.262,81.445,0.001,Marquart2020,allergenic fragrances,,
Cinnamylalkohol A,104-54-1,Rxi17SilMS,177.17,34.332,87.288,0.001,Marquart2020,alcohol,allergenic fragrances,
Cinnamylalkohol B,104-54-1,Rxi17SilMS,180.76,33.763,80.881,0.001,Marquart2020,alcohol,allergenic fragrances,
Coumarin,91-64-5,Rxi17SilMS,210.54,38.708,93.95,0.001,Marquart2020,allergenic fragrances,,
alpha-Pinen,80-56-8,Rxi17SilMS,83.227,29.989,82.196,0.001,Marquart2020,allergenic fragrances,,
beta-Pinene,127-91-3,Rxi17SilMS,96.536,31.149,72.551,0.001,Marquart2020,allergenic fragrances,,
Benzaldehyd,100-52-7,Rxi17SilMS,116.86,32.053,79.19,0.001,Marquart2020,allergenic fragrances,aldehyde,
Salicylaldehyd,90-02-8,Rxi17SilMS,131.98,33.175,73.498,0.001,Marquart2020,allergenic fragrances,,
Menthol,1490-04-6,Rxi17SilMS,137.3,31.874,78.524,0.001,Marquart2020,allergenic fragrances,,
Methyl-2-Octyonate,111-12-6,Rxi17SilMS,147.71,29.752,64.164,0.001,Marquart2020,allergenic fragrances,,
Methylsalicylat,119-36-8,Rxi17SilMS,154.11,34.123,95.508,0.001,Marquart2020,allergenic fragrances,,
Isobornylacetat,76-49-3,Rxi17SilMS,157.55,33.026,80.619,0.001,Marquart2020,allergenic fragrances,,
Carvone,99-49-0,Rxi17SilMS,160.04,33.242,81.749,0.001,Marquart2020,allergenic fragrances,,
beta-Caryophyllene,87-44-5,Rxi17SilMS,172.8,34.663,62.147,0.001,Marquart2020,allergenic fragrances,,
d-Damascone,57378-68-4,Rxi17SilMS,173.3,34.657,113.26,0.001,Marquart2020,allergenic fragrances,,
E-beta-Damascone,23726-93-4,Rxi17SilMS,179.9,33.939,91.49,0.001,Marquart2020,allergenic fragrances,,
Majantol,103694-68-4,Rxi17SilMS,183.58,34.558,96.669,0.001,Marquart2020,allergenic fragrances,,
Amylsalicylate,2050-08-0,Rxi17SilMS,202.07,35.067,100.5,0.001,Marquart2020,allergenic fragrances,,
3-Propylidenephthalide,17369-59-4,Rxi17SilMS,218.14,37.653,92.163,0.001,Marquart2020,allergenic fragrances,,
Isoeugenylacetat,93-29-8,Rxi17SilMS,216.5,34.412,118.98,0.001,Marquart2020,allergenic fragrances,,
alpha-Acetylcedrene A,32388-55-9,Rxi17SilMS,229.4,37.845,97.227,0.001,Marquart2020,allergenic fragrances,,
alpha-Acetylcedrene B,32388-55-9,Rxi17SilMS,231.8,39.798,113.08,0.001,Marquart2020,allergenic fragrances,,
alpha-Acetylcedrene C,32388-55-9,Rxi17SilMS,231.88,38.25,86.523,0.001,Marquart2020,allergenic fragrances,,
Hexadecanolaceton,36653-82-4,Rxi17SilMS,247.68,38.909,95.377,0.001,Marquart2020,allergenic fragrances,,
Ebanol A,67801-20-1,Rxi17SilMS,175.01,33.36,98.393,0.001,Marquart2020,allergenic fragrances,,
Ebanol B,67801-20-1,Rxi17SilMS,176.36,33.328,101.4,0.001,Marquart2020,allergenic fragrances,,
Iso E Super A,54464-57-2,Rxi17SilMS,213.41,37.053,101.05,0.001,Marquart2020,allergenic fragrances,,
Iso E Super B,54464-57-2,Rxi17SilMS,214.72,37.385,103.16,0.001,Marquart2020,allergenic fragrances,,
Iso E Super C,54464-57-2,Rxi17SilMS,217.2,38.245,102.52,0.001,Marquart2020,allergenic fragrances,,
Iso E Super D,54464-57-2,Rxi17SilMS,218.27,37.694,108.2,0.001,Marquart2020,allergenic fragrances,,
Terpinolene,586-62-9,Rxi17SilMS,119.46,31.24,73.512,0.001,Marquart2020,allergenic fragrances,,
Anethol,4180-23-8,Rxi17SilMS,166.69,33.117,83.446,0.001,Marquart2020,allergenic fragrances,,
alpha Damascone,35044-63-4,Rxi17SilMS,176.46,33.705,93.343,0.001,Marquart2020,allergenic fragrances,,
Santalol A,115-71-9,Rxi17SilMS,213.9,36.386,104.29,0.001,Marquart2020,allergenic fragrances,,
Santalol B,115-71-9,Rxi17SilMS,214.91,35.986,107.63,0.001,Marquart2020,allergenic fragrances,,
Amylcinnamylaldehyd,122-40-7,Rxi17SilMS,215.63,35.611,109.29,0.001,Marquart2020,allergenic fragrances,,
Santalol C,37172-32-0,Rxi17SilMS,219.54,37.114,130.18,0.001,Marquart2020,allergenic fragrances,,
Santalol D,37172-32-0,Rxi17SilMS,221.36,37.124,126.57,0.001,Marquart2020,allergenic fragrances,,
Pentanol,71-41-0,Rxi5SilMS,63.266,29.765,145.6,0.001,Brehmer2022,alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,105.71,32.011,143.96,0.001,Brehmer2022,alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,142.09,33.749,110.66,0.001,Brehmer2022,alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,157.89,34.111,129.92,0.001,Brehmer2022,alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,172.92,34.385,124.07,0.001,Brehmer2022,alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,186.93,34.576,128.98,0.001,Brehmer2022,alcohol,alcohols,
Pentanol,71-41-0,Rxi17SilMS,58.934,26.919,189.66,0.001,Brehmer2022,alcohol,alcohols,
Heptanol,111-70-6,Rxi17SilMS,98.42,30.458,197.86,0.001,Brehmer2022,alcohol,alcohols,
Nonanol,143-08-8,Rxi17SilMS,133.6,32.935,165.13,0.001,Brehmer2022,alcohol,alcohols,
Decanol,112-30-1,Rxi17SilMS,149.1,33.298,159.25,0.001,Brehmer2022,alcohol,alcohols,
Undecanol,112-42-5,Rxi17SilMS,163.55,33.254,141.63,0.001,Brehmer2022,alcohol,alcohols,
Dodecanol,112-53-8,Rxi17SilMS,177.33,34.403,162.39,0.001,Brehmer2022,alcohol,alcohols,
Pentanol,71-41-0,Rxi5SilMS,80.359,31.939,69.163,0.002,Brehmer2022,alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,124.07,34.307,82.053,0.002,Brehmer2022,alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,161.28,36.096,83.526,0.002,Brehmer2022,alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,177.78,36.632,84.039,0.002,Brehmer2022,alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,193.28,37.256,88.277,0.002,Brehmer2022,alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,207.5,37.574,93.016,0.002,Brehmer2022,alcohol,alcohols,
Hexane,110-54-3,Rxi5SilMS,40.99,25.675,78.419,0.002,Brehmer2022,alkanes,,
Heptane,142-82-5,Rxi5SilMS,64.807,30.972,24.629,0.002,Brehmer2022,alkane,alkanes,
Octane,111-65-9,Rxi5SilMS,88.773,32.051,32.853,0.002,Brehmer2022,alkane,alkanes,
Nonane,111-84-2,Rxi5SilMS,110.39,32.906,48.53,0.002,Brehmer2022,alkane,alkanes,
Decane,124-18-5,Rxi5SilMS,130.16,33.81,61.15,0.002,Brehmer2022,alkane,Grob,alkanes
Undecane,1120-21-4,Rxi5SilMS,148.59,34.559,62.162,0.002,Brehmer2022,alkane,Grob,alkanes
Dodecane,112-40-3,Rxi5SilMS,165.62,35.127,62.707,0.002,Brehmer2022,alkane,alkanes,
Tridecane,629-50-5,Rxi5SilMS,181.54,35.765,69.863,0.002,Brehmer2022,alkane,alkanes,
Tetradecane,629-59-4,Rxi5SilMS,196.32,36.394,82.988,0.002,Brehmer2022,alkane,alkanes,
Pentadecane,629-62-9,Rxi5SilMS,210.26,36.697,80.269,0.002,Brehmer2022,alkane,alkanes,
